# fen|wdl|wdl state|dtz|dtz state from Stockfish 13 probe_wdl and probe_dtz, generated by tools/syzygy_reference.py
1Q6/k7/8/5K2/3p4/8/8/b7 b - - 0 1|2|2|1|2
8/8/8/3pP3/K7/8/1P6/k7 w - d6 0 1|2|2|1|2
2K5/Q7/8/8/5P2/8/8/2qk4 w - - 0 1|2|1|5|1
2K5/6n1/6k1/8/b7/8/8/8 w - - 0 1|-2|1|-55|1
8/8/4k1R1/8/3R4/8/8/6K1 b - - 0 1|-2|1|-4|1
6k1/8/3K3R/8/8/8/7B/8 w - - 0 1|2|1|7|1
5R2/K7/8/8/2Pp2k1/8/8/8 b - c3 0 1|-2|1|-2|2
1K6/8/6B1/8/8/8/4P3/2k5 b - - 0 1|-2|1|-2|2
8/2k5/8/8/8/8/P7/1K6 w - - 0 1|0|1|0|1
3q4/8/K3B3/8/2k5/7P/8/8 b - - 0 1|2|1|5|1
2k5/8/8/7K/8/7P/4R3/5N2 b - - 0 1|-2|1|-2|2
8/8/4K3/8/3Ppb2/4k3/8/8 b - d3 0 1|2|2|1|2
8/8/7K/3n4/2k4n/8/8/7B w - - 0 1|0|1|0|1
8/8/8/4B3/8/3K4/6k1/8 w - - 0 1|0|1|0|1
8/n6K/8/8/8/k7/8/8 w - - 0 1|0|1|0|1
8/k2p4/8/5N2/8/3K4/6P1/8 b - - 0 1|-2|1|-2|2
2K5/8/2k5/8/1p6/8/8/8 b - - 0 1|2|1|1|2
2k5/8/8/7N/K7/8/8/8 b - - 0 1|0|1|0|1
k5r1/8/K7/6Q1/8/8/8/8 b - - 0 1|2|2|1|2
8/8/8/8/8/2kR4/3p2BK/8 b - - 0 1|0|1|0|1
8/5P2/7K/4P3/8/8/8/7k b - - 0 1|-2|1|-2|2
8/8/8/4K3/1k2Pp2/7N/8/8 b - e3 0 1|0|1|0|1
4K3/8/5N2/8/8/8/1k3p2/8 b - - 0 1|2|1|1|2
k7/8/8/8/2Prn3/8/K7/8 b - - 0 1|2|2|1|2
8/8/8/4b3/4K2k/8/3b4/8 b - - 0 1|0|1|0|1
8/8/R7/8/4P3/1Kp5/8/2k5 b - - 0 1|-2|1|-2|2
8/4K3/5P2/1P3k1r/8/8/8/8 b - - 0 1|0|1|0|1
4K3/8/k7/8/1p6/6P1/2p5/8 b - - 0 1|2|1|1|2
8/8/1K6/2p5/4b3/kR6/8/8 b - - 0 1|0|1|0|1
8/2K5/8/8/8/1p1k4/8/7B b - - 0 1|2|1|1|2
8/8/8/8/8/1K2P3/8/3k4 b - - 0 1|-2|1|-2|2
8/8/8/1pk5/8/7K/2Q1p3/8 b - - 0 1|-2|1|-2|2
4K3/8/8/8/6n1/3p4/k2P4/8 w - - 0 1|-2|1|-6|1
8/1K6/8/8/3q4/8/8/1k6 b - - 0 1|2|1|13|1
5K2/8/2r5/4Pp2/8/8/7k/8 w - f6 0 1|-2|1|-2|2
8/8/6pK/8/8/8/4k3/1N6 w - - 0 1|0|1|0|1
3R4/8/8/1N1K4/1P6/5k2/8/8 w - - 0 1|2|1|3|1
4K3/8/8/p7/k7/8/3r4/8 b - - 0 1|2|1|3|1
1k1R4/8/8/8/3P4/5b2/8/2K5 b - - 0 1|-2|1|-18|1
8/p2p4/2K5/8/7k/8/8/8 w - - 0 1|-2|1|-2|2
3K4/p7/8/3k4/3b2P1/8/8/8 b - - 0 1|2|1|1|2
K7/8/8/5q2/8/8/8/7k b - - 0 1|2|1|13|1
8/6n1/8/8/1k1b1p2/6K1/8/8 w - - 0 1|-2|1|-4|2
8/7K/7P/8/8/8/8/4N1k1 w - - 0 1|2|1|3|1
8/6kq/8/8/5p2/5K1p/8/8 b - - 0 1|2|1|1|2
8/5k2/7K/8/5p2/4N3/8/2q5 w - - 0 1|-2|1|-2|2
8/p1n5/7K/2k5/8/8/8/6r1 w - - 0 1|-2|1|-2|2
8/1p4K1/5N2/k7/8/4P3/8/8 w - - 0 1|2|1|1|2
8/8/8/8/8/2k2K2/6B1/3N4 b - - 0 1|-2|1|-53|1
1K3b2/3R4/1P6/8/8/8/8/5k2 b - - 0 1|-2|1|-2|2
8/7k/4P3/1K6/8/8/8/8 b - - 0 1|-2|1|-6|2
7K/N5p1/8/2k5/8/5P2/8/8 b - - 0 1|0|1|0|1
6K1/1P6/8/2k1N3/8/8/8/7r w - - 0 1|2|1|1|2
8/5K2/2P4p/8/8/7k/4Q3/8 w - - 0 1|2|1|1|2
8/5K2/8/8/Pp6/8/8/4k3 b - a3 0 1|2|2|1|2
8/7R/8/8/6k1/8/4R3/7K b - - 0 1|-2|1|-6|1
8/7R/7b/8/8/8/2P4k/K7 w - - 0 1|2|2|1|2
6kq/5n2/8/8/8/8/1KB5/8 w - - 0 1|-2|1|-12|1
3k4/8/8/1b6/8/1K6/5n2/8 b - - 0 1|2|1|54|1
4K3/2k1p3/q7/8/8/3r4/8/8 b - - 0 1|2|1|1|2
8/5k2/8/8/8/3N4/8/7K b - - 0 1|0|1|0|1
8/4n3/8/8/8/7N/3k4/1K2R3 b - - 0 1|0|1|0|1
8/4P3/4k3/8/4r3/8/1K6/7Q b - - 0 1|-2|1|-4|2
5Rr1/8/8/8/2Q1K3/8/7k/8 b - - 0 1|-2|1|-8|2
8/8/7k/1Q6/8/2q5/2b2K2/8 w - - 0 1|0|1|0|1
8/1K1Q4/8/k7/8/8/8/4nq2 w - - 0 1|0|1|0|1
8/8/2b5/p7/8/4K3/k5r1/8 b - - 0 1|2|1|1|2
8/1b6/5k2/8/6p1/5p2/3K4/8 w - - 0 1|-2|1|-2|2
6k1/8/R5K1/2n5/8/8/3N4/8 b - - 0 1|0|1|0|1
3K4/1r6/8/8/8/8/8/6k1 b - - 0 1|2|1|21|1
4k3/8/8/8/8/8/2p5/K7 b - - 0 1|2|1|1|2
8/8/6k1/pP6/2K2r2/8/8/8 w - a6 0 1|0|0|0|0
8/8/5R2/5K2/8/n7/8/1k6 w - - 0 1|0|1|0|1
8/8/8/k7/8/2K5/8/2Q5 b - - 0 1|-2|1|-10|1
8/8/3K4/8/2bk4/8/1PP5/8 b - - 0 1|0|1|0|1
6k1/q7/7Q/7n/8/8/3K4/8 b - - 0 1|0|1|0|1
2k5/8/8/8/8/8/2P5/1K6 w - - 0 1|2|1|9|1
8/3B4/8/8/3K1k1n/8/8/4B3 b - - 0 1|0|1|0|1
8/B1B5/2b5/7k/8/8/8/6K1 b - - 0 1|0|1|0|1
3K4/k1r5/8/8/2P5/4p3/8/8 b - - 0 1|2|2|1|2
k7/7R/7K/8/6p1/N7/8/8 b - - 0 1|-2|1|-4|1
8/6k1/K7/8/5N2/8/4P3/8 b - - 0 1|-2|1|-2|2
4n3/8/4K3/8/8/8/6k1/8 b - - 0 1|0|1|0|1
7B/5k2/8/5K2/1R6/8/4R3/8 b - - 0 1|-2|1|-4|1
2K3k1/8/8/8/8/8/6p1/1N3b2 w - - 0 1|-2|1|-2|2
3K4/5P2/8/7P/8/7k/8/6R1 b - - 0 1|-2|1|-2|2
8/kp2B3/4K3/8/8/8/8/8 w - - 0 1|0|1|0|1
8/8/2K5/3Pp3/8/8/8/5k2 w - e6 0 1|2|2|1|2
8/8/2k5/7K/8/6P1/8/8 w - - 0 1|2|1|1|2
8/8/Pp6/3K3k/8/8/1P6/8 b - - 0 1|-2|1|-2|2
8/8/8/8/8/2k3p1/6K1/8 w - - 0 1|0|1|0|1
2kB4/8/8/8/8/8/6p1/1K6 w - - 0 1|0|1|0|1
8/8/6k1/K7/1P6/6p1/8/8 b - - 0 1|2|1|1|2
8/8/4K3/8/8/8/5r2/4k3 b - - 0 1|2|1|27|1
7k/8/3Np3/8/8/6K1/8/4Q3 b - - 0 1|-2|1|-2|2
8/3kP3/3P4/8/2K5/8/8/3Q4 w - - 0 1|2|1|1|2
8/8/8/pP6/8/8/3k4/7K w - a6 0 1|2|2|1|2
8/4k3/N3P3/3K4/8/8/8/8 w - - 0 1|2|1|5|1
8/2b1p3/8/8/7K/8/8/2r4k b - - 0 1|2|1|1|2
8/4B3/6n1/8/8/2k5/8/4K3 w - - 0 1|0|1|0|1
8/1k6/b7/8/6K1/4b3/8/7n w - - 0 1|-2|1|-12|1
8/4k3/8/2K5/1p6/8/6r1/1b6 b - - 0 1|2|1|1|2
8/8/4B3/5K2/8/8/8/2N3k1 b - - 0 1|-2|1|-29|1
8/r7/8/8/8/7K/1r6/3k4 b - - 0 1|2|1|3|1
8/8/8/2K5/4pP2/8/k7/8 b - f3 0 1|2|2|1|2
5K2/1p6/5p2/1B6/2k5/8/8/8 b - - 0 1|2|2|1|2
8/K7/8/8/3r4/8/kPP5/8 w - - 0 1|-2|1|-2|2
4k3/8/8/8/6R1/7p/8/5K2 b - - 0 1|-2|1|-4|1
8/1n6/5k2/8/8/8/8/3K4 b - - 0 1|0|1|0|1
5b1K/8/6P1/1R1k4/8/8/8/8 b - - 0 1|-2|1|-4|2
8/5P2/8/2k5/7P/8/5K2/8 b - - 0 1|-2|1|-2|2
8/4K3/2N5/8/P7/2k5/8/8 b - - 0 1|-2|1|-2|2
B7/8/8/8/6B1/4k3/K5P1/8 w - - 0 1|2|1|3|1
8/8/3K4/8/6P1/k7/8/2n5 w - - 0 1|0|1|0|1
8/7n/8/8/k7/6P1/2K5/8 b - - 0 1|0|1|0|1
3K3B/8/8/2k5/P7/8/p7/8 w - - 0 1|0|1|0|1
5q2/8/R7/K7/8/8/8/7k w - - 0 1|-2|1|-50|1
8/8/8/7K/1P6/Qn6/8/5k2 b - - 0 1|-2|1|-2|2
8/k7/8/8/4P3/8/1KP5/5b2 w - - 0 1|0|1|0|1
8/k7/7B/6p1/8/8/4K3/3R4 b - - 0 1|-2|1|-2|2
8/8/4k3/1P1p4/8/8/8/6K1 w - - 0 1|0|1|0|1
7K/8/6p1/4k3/4P3/6b1/8/8 b - - 0 1|2|2|1|2
6R1/8/8/8/R7/5P2/4k1K1/8 b - - 0 1|-2|1|-2|2
7b/2K2P2/8/8/8/1N6/6k1/8 b - - 0 1|-2|1|-12|2
8/8/2b2p2/8/1KB5/8/8/2k5 w - - 0 1|0|1|0|1
8/8/3K1PP1/8/2k5/8/8/8 w - - 0 1|2|1|1|2
2R3B1/7P/5K2/8/8/8/7k/8 w - - 0 1|2|1|1|2
8/3K4/8/5B2/1p6/3k4/8/8 b - - 0 1|0|1|0|1
8/8/4Nk2/8/8/7K/2n3r1/8 w - - 0 1|0|1|0|1
7k/8/8/8/1p2p3/1P6/6K1/8 b - - 0 1|0|1|0|1
8/1K5R/8/8/Pp6/8/2k5/8 b - a3 0 1|0|1|0|1
3K4/6N1/3n4/3k4/8/8/8/7q w - - 0 1|-2|1|-6|1
8/8/8/7r/8/1p4K1/8/3bk3 b - - 0 1|2|1|1|2
8/8/2k2p2/K7/8/4N3/2p5/8 w - - 0 1|0|1|0|1
5K2/8/2p5/3k4/8/8/P7/8 w - - 0 1|-2|1|-1|1
8/8/6K1/1p1k4/4N3/2P5/8/8 b - - 0 1|2|2|1|2
2N5/5p2/4P3/8/2k5/8/2K5/8 b - - 0 1|0|1|0|1
8/3p4/8/8/8/3k4/8/1q3N1K w - - 0 1|-2|1|-2|2
8/8/8/4k3/8/8/2K5/2b5 b - - 0 1|0|1|0|1
2K5/8/k7/8/7b/8/3p4/8 b - - 0 1|2|1|1|2
8/8/8/1K5P/8/8/8/7k b - - 0 1|-2|1|-2|2
8/5k2/8/8/1p5P/6K1/7Q/8 b - - 0 1|-2|1|-2|2
K2k4/8/1P6/3p4/8/8/8/8 w - - 0 1|2|1|1|2
8/8/5b2/8/2k5/8/4K3/8 b - - 0 1|0|1|0|1
8/8/K7/7k/1Pp5/8/8/8 b - b3 0 1|2|2|1|2
8/8/2p3k1/8/p6K/8/8/8 b - - 0 1|2|1|1|2
1N1k4/8/7N/8/1N6/8/8/6K1 w - - 0 1|2|1|28|1
8/8/4P3/8/2nK4/1r3k2/8/8 b - - 0 1|2|1|5|1
8/8/8/8/8/1k6/1r6/4K2r w - - 0 1|-2|1|-1|-1
8/K7/8/8/5b2/8/3k4/8 w - - 0 1|0|1|0|1
8/7p/8/8/8/6kP/3K2r1/8 w - - 0 1|-2|1|-2|2
6r1/8/k7/8/8/8/1Q6/r1K5 w - - 0 1|2|2|1|2
2K5/8/2P5/8/8/7k/8/4n2n b - - 0 1|0|1|0|1
8/8/2R5/k3N3/4K3/8/3p4/8 b - - 0 1|0|1|0|1
8/8/2P5/8/b6k/8/K7/8 b - - 0 1|0|1|0|1
8/2PK4/8/8/8/8/3P4/1kB5 b - - 0 1|-2|1|-2|2
2k5/K3P3/8/Pp6/8/8/8/8 w - b6 0 1|2|2|1|2
k7/8/KR6/1p6/4b3/8/8/8 b - - 0 1|0|1|0|1
7K/2RR4/8/2k5/8/8/8/Q7 b - - 0 1|-2|1|-2|1
2k5/8/8/6Pp/K7/8/1b6/8 w - h6 0 1|0|1|0|1
8/8/P7/8/8/7n/1P1K3k/8 w - - 0 1|2|1|1|2
8/8/1K5k/8/8/4p3/5r1b/8 w - - 0 1|-2|1|-2|2
8/8/8/1k2K3/8/5q2/8/8 b - - 0 1|2|1|11|1
3k4/8/8/b7/6b1/1K6/8/8 b - - 0 1|2|1|26|1
8/5K2/8/8/pP6/7k/8/8 b - b3 0 1|2|2|1|2
8/8/k2K4/4pP2/8/8/8/8 w - e6 0 1|2|2|1|2
8/8/8/8/4Pp2/8/1R6/1k4K1 b - e3 0 1|0|0|0|0
8/8/1K6/5P2/1k1p4/8/3P4/8 w - - 0 1|2|1|1|2
3B4/8/8/5k2/2Q5/8/8/2K5 w - - 0 1|2|1|7|1
8/6Q1/8/7K/8/8/8/3k4 b - - 0 1|-2|1|-16|1
8/8/1P6/7p/bk6/6K1/8/8 b - - 0 1|0|1|0|1
8/1k6/8/B7/P7/8/7K/8 b - - 0 1|0|1|0|1
4k3/8/p7/4Pp2/8/1K6/8/8 w - f6 0 1|0|1|0|1
8/8/6p1/2K3k1/8/8/8/8 b - - 0 1|2|1|3|1
8/8/2n5/4p3/8/2P5/8/5k1K b - - 0 1|2|1|1|2
1K6/3k4/8/8/8/3P4/8/8 w - - 0 1|0|1|0|1
1k6/2N5/8/8/Pp6/8/3K4/8 b - a3 0 1|0|1|0|1
1q6/8/6k1/K1Pp4/8/8/8/8 w - d6 0 1|-2|1|-2|2
5K2/8/8/5k2/2P5/7R/8/8 w - - 0 1|2|1|1|2
8/7K/8/8/6pP/8/8/2k5 b - h3 0 1|2|2|1|2
K7/6r1/8/8/8/8/3k4/4N3 b - - 0 1|2|2|1|2
5B2/8/8/8/4k3/8/8/6K1 w - - 0 1|0|1|0|1
8/8/2K5/8/P5p1/2kP4/8/8 b - - 0 1|2|1|1|2
8/1K2k3/8/1Pp5/8/8/3R4/8 w - c6 0 1|2|2|1|2
K7/8/5Pk1/8/3N4/8/5b2/8 b - - 0 1|0|1|0|1
8/8/n7/N4k2/8/8/3K4/8 w - - 0 1|0|1|0|1
4k3/8/5p2/1K6/8/1P6/8/7B w - - 0 1|2|1|1|2
8/P6K/1B6/r7/8/8/2k5/8 w - - 0 1|2|2|1|2
8/8/8/4k1BK/8/8/8/8 w - - 0 1|0|1|0|1
8/1P6/8/8/7k/7r/1P6/3K4 w - - 0 1|2|1|1|2
8/8/6k1/8/7B/1K4P1/8/1n6 w - - 0 1|0|1|0|1
8/8/b1K5/8/8/k7/8/8 w - - 0 1|0|1|0|1
8/8/4k3/2K5/1b6/5B2/2R5/8 w - - 0 1|2|2|1|2
8/2n5/8/k7/2Q1pK2/8/8/8 b - - 0 1|-2|1|-2|2
3K4/8/4N3/n7/7k/8/8/1N6 b - - 0 1|0|1|0|1
8/n7/2Q5/8/8/K7/1P5k/8 w - - 0 1|2|1|3|1
4K3/8/8/8/8/1B2n3/4k3/8 w - - 0 1|0|1|0|1
8/8/8/8/5pP1/1R6/8/3k2K1 b - g3 0 1|-2|1|-2|2
b7/8/3k4/6p1/K7/8/8/1n6 b - - 0 1|2|1|1|2
8/8/8/B7/k3p3/2K5/8/4Q3 b - - 0 1|-2|1|-2|2
8/8/8/8/3K4/5k2/8/3R4 b - - 0 1|-2|1|-20|1
2k5/8/8/1P6/K7/8/8/8 w - - 0 1|0|1|0|1
8/8/8/3K4/8/8/P7/3k4 b - - 0 1|-2|1|-2|2
8/1p5r/6p1/8/8/5k2/K7/8 w - - 0 1|-2|1|-2|2
8/p7/8/1K3P2/8/8/1n6/6k1 w - - 0 1|0|1|0|1
8/1k6/2n5/8/8/6K1/5P2/8 b - - 0 1|0|1|0|1
4K3/8/1k6/8/2q2P2/5R2/8/8 w - - 0 1|-2|1|-6|1
8/8/2k2p2/8/2B5/8/8/3K4 b - - 0 1|0|1|0|1
8/1P6/k7/8/6b1/8/3K4/8 w - - 0 1|2|1|1|2
7k/8/Q7/2K5/8/8/8/8 b - - 0 1|-2|1|-12|1
8/4p2p/8/3K4/8/8/8/k7 w - - 0 1|-2|1|-2|2
1k5B/8/2R5/8/5K2/3B4/8/8 b - - 0 1|-2|1|-4|1
K1k5/8/2P5/8/8/8/8/8 b - - 0 1|0|1|0|1
8/2p5/8/8/8/5K2/k7/8 b - - 0 1|2|1|1|2
8/3K4/8/5Pp1/4k3/8/8/8 w - g6 0 1|2|2|1|2
2R5/8/8/3k4/1P6/6K1/2n5/8 b - - 0 1|0|1|0|1
8/2k5/8/8/7P/1K5N/8/8 b - - 0 1|-2|1|-2|2
8/5P2/2K5/6k1/3P4/1r6/8/8 w - - 0 1|2|1|1|2
K7/8/8/8/7k/8/2P5/2q2n2 w - - 0 1|-2|1|-2|2
8/8/k2q4/6p1/8/5p2/8/7K w - - 0 1|-2|1|-2|2
8/1K6/6n1/8/1k6/8/8/8 w - - 0 1|0|1|0|1
8/8/8/8/8/Q7/K6k/8 b - - 0 1|-2|1|-16|1
8/8/1n5r/3k4/8/3K2P1/8/8 b - - 0 1|2|1|3|1
8/5B1k/8/r7/8/6K1/8/8 w - - 0 1|0|1|0|1
2q5/8/1b6/8/8/3k4/K7/2n5 w - - 0 1|-2|1|-4|1
8/3r2K1/k2n4/8/8/1p6/8/8 w - - 0 1|-2|1|-2|2
5k2/8/p5p1/8/8/6K1/8/8 b - - 0 1|2|1|1|2
8/8/7K/8/8/2k5/5r2/4R3 b - - 0 1|0|1|0|1
8/8/7k/8/8/8/4p3/6K1 w - - 0 1|0|1|0|1
5r2/8/3K4/4p3/8/8/7k/R7 w - - 0 1|0|1|0|1
8/8/5k2/8/8/3rn3/1P6/7K b - - 0 1|2|1|3|1
8/5K2/8/3p4/8/7k/4r3/8 b - - 0 1|2|1|1|2
8/2K5/8/4B3/8/8/2N5/2k5 w - - 0 1|2|1|52|1
2K5/8/5k2/8/8/1B6/8/8 b - - 0 1|0|1|0|1
8/8/2k5/3n4/pP6/8/8/1K6 b - b3 0 1|2|2|1|2
8/8/8/2pP4/8/4K3/8/7k w - c6 0 1|2|2|1|2
8/8/8/5K2/4Pp2/2k2B2/8/8 b - e3 0 1|0|1|0|1
4K3/1k6/8/1r6/6P1/8/R7/8 b - - 0 1|-2|1|-8|1
8/8/8/3pk3/6K1/8/6N1/7R b - - 0 1|-2|1|-4|1
2k5/8/8/8/B2K4/8/8/8 w - - 0 1|0|1|0|1
8/8/1k6/6b1/K7/8/r7/8 w - - 0 1|-2|1|-14|1
B7/8/n7/7n/3K4/8/8/3k4 w - - 0 1|0|1|0|1
8/8/8/4N3/3K4/8/8/1k6 b - - 0 1|0|1|0|1
1K6/p7/8/8/8/3p4/6k1/8 b - - 0 1|2|1|1|2
8/7R/5b2/8/8/8/k2P4/3K4 b - - 0 1|-2|1|-2|2
3k4/6P1/8/8/8/K2p4/8/8 w - - 0 1|2|1|1|2
5R2/5P2/8/8/8/1P5K/1k6/8 b - - 0 1|-2|1|-2|2
8/4P3/4p3/1R6/k7/5K2/8/8 b - - 0 1|-2|1|-2|1
6K1/8/8/6RN/8/2k5/8/5b2 w - - 0 1|2|1|33|1
2N5/8/4R3/1k6/7K/8/4N3/8 w - - 0 1|2|1|11|1
2r5/8/8/k4q2/8/1K5p/8/8 b - - 0 1|2|1|1|2
8/k7/8/8/8/8/K1B5/8 b - - 0 1|0|1|0|1
8/8/8/8/1K6/N7/8/7k w - - 0 1|0|1|0|1
8/6k1/8/8/1B3B2/8/p4K2/8 w - - 0 1|0|1|0|1
8/N7/8/8/8/K4n2/8/7k b - - 0 1|0|1|0|1
8/8/6k1/2pP4/8/8/8/4Q2K w - c6 0 1|2|2|1|2
8/2n5/8/8/4r3/8/2B3k1/3K4 b - - 0 1|2|1|25|1
1K6/8/8/5b2/8/2Nk4/8/8 w - - 0 1|0|1|0|1
8/8/8/K1P1B3/8/8/8/1k6 b - - 0 1|-2|1|-2|2
8/8/5K2/pP6/2k5/8/8/8 w - a6 0 1|2|2|1|2
8/b5p1/8/8/5K2/1k6/8/8 b - - 0 1|2|1|7|1
8/b7/7k/8/8/8/K4N2/8 b - - 0 1|0|1|0|1
4K3/8/8/8/4Pp2/2nk4/8/8 b - e3 0 1|2|2|1|2
8/2K5/8/8/6n1/8/4k3/8 b - - 0 1|0|1|0|1
8/2p5/7p/p7/1k6/8/7K/8 b - - 0 1|2|1|1|2
3K4/2R3p1/8/8/1k6/8/2P5/8 b - - 0 1|-2|1|-2|2
8/8/3K4/7P/3R4/8/3k2b1/8 b - - 0 1|-2|1|-2|2
8/6k1/5p2/1R6/2P5/8/8/7K w - - 0 1|2|1|1|2
1R6/8/8/8/8/4K3/7k/r7 w - - 0 1|0|1|0|1
K7/4p3/N7/2k5/8/8/8/8 b - - 0 1|0|1|0|1
1b6/8/8/1k2p3/8/2P5/4K3/8 b - - 0 1|2|1|3|1
5k2/8/4R3/6K1/8/2p5/5P2/8 w - - 0 1|2|1|1|2
4R3/5P2/8/7k/8/6K1/3P4/8 w - - 0 1|2|1|1|2
8/8/8/1K6/8/6k1/1p6/8 w - - 0 1|-2|1|-2|2
8/3k4/1r6/3R4/8/K6p/8/8 b - - 0 1|0|1|0|1
8/8/8/1kpP4/8/4K3/8/8 w - c6 0 1|0|1|0|1
5k2/8/8/8/8/3K4/8/4N3 b - - 0 1|0|1|0|1
6K1/8/8/6N1/6pP/8/8/7k b - h3 0 1|0|1|0|1
1k5n/8/6P1/8/1K6/8/8/7Q b - - 0 1|-2|1|-2|2
8/2N5/8/7R/2k5/8/1K6/8 w - - 0 1|2|1|5|1
4k3/8/6P1/8/8/8/2pN4/7K b - - 0 1|2|1|1|2
B7/8/1k3P2/7K/8/8/7P/8 b - - 0 1|-2|1|-2|2
8/8/3K4/5k2/8/5p2/8/8 b - - 0 1|2|1|1|2
3N4/8/8/8/2Pp4/6K1/8/4k3 b - c3 0 1|2|1|1|2
8/2R5/8/5k2/7P/8/8/K7 w - - 0 1|2|1|1|2
8/2k5/8/pP5K/1R6/8/8/8 w - a6 0 1|2|2|1|2
8/8/8/1pP5/2k5/K7/3q4/8 w - b6 0 1|-2|1|-1|2
8/7k/8/5P2/8/4pR2/8/6K1 b - - 0 1|-2|1|-2|2
K7/8/8/8/4k3/8/3P4/8 w - - 0 1|0|1|0|1
1B2K3/8/4k3/8/8/8/8/8 w - - 0 1|0|1|0|1
6k1/8/3P4/6K1/q7/8/8/2r5 w - - 0 1|-2|1|-4|1
8/2k2q2/8/4K3/8/2P5/8/8 w - - 0 1|-2|1|-10|1
1K6/8/k7/6BB/8/8/8/8 w - - 0 1|2|1|14|1
6n1/8/8/1n6/7K/8/b4k2/8 w - - 0 1|-2|1|-12|1
8/8/2k5/5N2/8/8/4b3/5K2 w - - 0 1|0|1|0|1
8/8/8/K5pP/8/8/8/7k w - g6 0 1|2|2|1|2
3k4/8/8/3K4/1P6/8/5p1p/8 b - - 0 1|2|1|1|2
1b6/8/2k5/8/8/4K3/6n1/7n w - - 0 1|-2|1|-16|1
8/1B6/k2K4/8/1N6/8/8/8 b - - 0 1|0|1|0|1
1K6/2p5/2p5/2k5/2b5/8/8/8 w - - 0 1|-2|1|-4|1
8/2k5/5r2/5r2/8/6R1/5K2/8 w - - 0 1|-2|1|-26|2
8/8/b5R1/8/8/8/1rk5/7K b - - 0 1|0|1|0|1
8/8/8/8/2k3K1/8/4R3/8 w - - 0 1|2|1|25|1
8/4P3/8/1K6/3r4/8/6k1/8 b - - 0 1|2|1|3|1
K7/8/2r5/8/8/8/5P2/1k6 w - - 0 1|-2|1|-4|1
2Q5/4P3/k7/8/Q7/8/8/7K b - - 0 1|-2|1|-2|1
8/1r6/1K5P/8/8/1p6/k7/8 w - - 0 1|-2|1|-2|1
8/6p1/8/8/8/3k3n/8/2K3r1 w - - 0 1|-2|1|-2|2
k7/8/5P2/3K3n/8/8/8/8 w - - 0 1|0|1|0|1
5R2/8/4P3/8/8/P7/7K/1k6 w - - 0 1|2|1|1|2
b6K/4p3/8/8/8/7k/8/8 w - - 0 1|-2|1|-2|2
8/3P4/8/8/8/5k2/7p/4K3 w - - 0 1|0|1|0|1
8/8/8/4k3/KR1n4/8/8/8 b - - 0 1|0|1|0|1
8/8/8/8/3R2P1/8/7K/2k5 b - - 0 1|-2|1|-2|2
8/8/k6q/8/4pP2/8/K7/8 b - f3 0 1|2|2|1|2
8/k7/8/8/6KN/8/8/8 b - - 0 1|0|1|0|1
8/7p/K7/6P1/8/4p3/8/7k w - - 0 1|-2|1|-2|2
8/7Q/6B1/4n3/8/4k1K1/8/8 b - - 0 1|-2|1|-8|1
6k1/8/8/8/1B6/5K2/8/n7 w - - 0 1|0|1|0|1
8/5P2/K7/6k1/8/p7/4P3/8 b - - 0 1|0|1|0|1
8/1k6/8/2K5/8/1P5p/1n6/8 w - - 0 1|-2|1|-2|2
8/8/8/8/8/2q5/1pk5/7K w - - 0 1|-2|1|-2|2
8/6R1/7k/K7/8/7b/1p6/8 w - - 0 1|0|1|0|1
8/b7/8/6p1/6Kn/8/8/5k2 w - - 0 1|-2|1|-6|1
8/1b6/pK6/8/8/5k2/8/8 w - - 0 1|0|1|0|1
3K4/6k1/8/8/4q3/8/8/1Q6 b - - 0 1|2|2|1|2
b7/4k3/6pK/8/8/8/8/8 b - - 0 1|2|1|3|1
8/1k6/6K1/8/8/3Q4/1r6/8 b - - 0 1|-2|1|-36|1
K7/8/8/2p5/8/4N3/8/7k w - - 0 1|0|1|0|1
8/1n1K4/6q1/8/5k2/8/8/8 w - - 0 1|-2|1|-8|1
8/8/8/8/3r4/K7/5k2/8 w - - 0 1|-2|1|-16|1
4B3/4p3/1K1k4/8/8/8/2p5/8 b - - 0 1|2|1|1|2
8/5R2/1n6/4R3/k7/8/7K/8 b - - 0 1|-2|1|-6|1
8/2N2p2/8/7k/4p3/8/8/4K3 b - - 0 1|0|1|0|1
6k1/8/8/3q4/8/K4P2/P7/8 b - - 0 1|2|2|1|2
8/8/8/1kP5/7R/8/7n/K7 w - - 0 1|2|2|1|2
8/6r1/5n1k/8/8/7K/8/3B4 b - - 0 1|2|1|19|1
8/8/B7/8/5K2/1k6/8/8 b - - 0 1|0|1|0|1
8/2p5/7k/K4p2/8/8/8/8 b - - 0 1|2|1|1|2
8/2K2k2/3N4/8/8/8/P1n5/8 b - - 0 1|0|1|0|1
2k5/3n4/8/8/6Pp/4K3/8/8 b - g3 0 1|2|1|5|1
8/8/7P/8/K3P3/8/8/k7 w - - 0 1|2|1|1|2
8/8/7k/8/3p1K2/8/3P4/8 w - - 0 1|2|1|1|2
5qb1/8/8/P7/8/7k/8/2K5 b - - 0 1|2|1|3|1
7N/3K4/kr6/8/n7/8/8/8 b - - 0 1|2|1|25|1
8/k7/8/8/5p2/8/2K5/8 w - - 0 1|0|1|0|1
8/4B3/K7/8/8/3q4/2k3p1/8 w - - 0 1|-2|1|-2|2
