# fen|stockfish 15.1 nnue value|adjusted value, side to move; net nn-ad9b42354671, generated by tools/nnue_reference.py
r6r/1ppb3p/2k1N1RP/p4p2/n4P2/b3K3/3NB1P1/R7 w - - 5 36|68|78
r5R1/1ppbr2p/1k2N2P/p4p2/n1B2P2/b3K1P1/3N4/R7 b - - 6 39|774|779
1r2bNR1/1pp1r2p/1k5P/p4p2/n1B2P2/b4KP1/3N4/4R3 w - - 13 43|-419|-417
3r2R1/1pp1rb1p/1k4NP/p4p2/B4P2/5KP1/3N4/2b1R3 w - - 1 46|72|52
3r2R1/1pp2r1p/1k4NP/pBR2p2/2b2P2/b4KP1/3N4/8 w - - 7 49|-300|-332
3r2R1/1pp2r1p/1k4NP/pBR2p2/2N2P2/b4KP1/8/8 b - - 0 49|-888|-841
3R4/1pp1r2p/6NP/p1k2p2/B1N2P2/b4KP1/8/8 w - - 1 53|1890|1873
rnbqkb1r/pppppppp/5n2/8/8/3BP3/PPPP1PPP/RNBQK1NR b KQkq - 2 2|92|92
rnbqkb1r/p1pppppp/5n2/1p6/2BP4/4P3/PPPQ1PPP/RNB1K1NR b KQkq - 2 5|152|157
r1bqkb1r/p1p1ppp1/n6p/1p1p4/1QBPn3/2N1P3/PPP2PPP/RNB1K2R w KQkq - 2 9|-183|-192
r2qkb1r/p1p1ppp1/n6p/1p1p4/PQBP2b1/2N1P1n1/1PP2P1P/RNB1K2R w KQkq - 0 12|-146|-146
r2qkb1r/p3ppp1/7p/1ppp1n2/PnBP1Pb1/4P3/RPPNN2P/2B1K2R b Kkq - 1 15|3709|3666
rq2kb1r/p4pp1/7p/1pppp3/PnBP1Pb1/1P2nN2/R1P1N2P/2B1KR2 w kq - 0 19|-3178|-3115
rq3b1r/p2k1pp1/7p/2ppPb2/Pnp2P2/1P2nNN1/RBP1K2P/5R2 b - - 4 22|3401|3320
rq3b1r/p3kpp1/5nbp/P1ppP3/1np2P2/1PB2NN1/R1P1K2P/2R5 w - - 5 26|-2484|-2393
rq3b1r/3k1pp1/p4nbp/P1ppP3/1Rp2P2/1PB2NNP/2n1K3/6R1 b - - 0 29|3520|3447
r4b1r/2k2pp1/p2N1nbp/P1ppP3/1q3P2/1p2nN1P/4K3/4B1R1 w - - 2 33|-3805|-3671
1r1k1b1r/5pp1/p2N1nbp/P1ppP3/1B3P2/1p2n2P/7N/4K1R1 w - - 5 36|-2490|-2428
1r1k1b1r/5pp1/p2N1nbp/P1ppPP2/1B6/1p5P/2n4N/5KR1 b - - 2 37|2499|2441
1rk2b1r/5Np1/p4nbp/P2pPP2/1p6/7P/1p3N2/n4KR1 w - - 0 41|-1830|-1734
1rk2r2/5Npb/p2P1n1p/P2p1P2/1p6/6RP/1p3N2/n4K2 b - - 2 44|2895|2868
1r1k2b1/6p1/p2r1n1N/P2p1P2/1p5P/2R5/1p3N2/n4K2 w - - 2 48|-1972|-1918
6b1/3k4/pr1r1n1p/P2p1P2/1p3N1P/8/1p6/n4K2 b - - 1 51|4512|4425
6b1/2k5/pr1r1n1p/P2p1P1P/5N2/1p6/8/nb4K1 w - - 0 54|-3174|-3039
4k2r/rppp1Npp/1b3nb1/nP6/BBP1P3/q4N2/P2P2PP/Rb1Q1R1K w k - 0 3|572|603
4kB1r/rppp1Npp/6b1/nP6/B1P1n3/q2b2P1/P1NP1b1P/R2Q1R1K b k - 4 6|912|899
5r2/rpppk1pp/5nb1/nP4N1/B1P4P/1q1b2P1/P1NP1b2/R2Q2RK w - - 2 10|-1167|-1123
5r2/rppp1bpp/3k1n2/nP4N1/2P3QP/N2b2P1/Pq1P1b2/R2B2RK w - - 8 13|-1089|-1045
4r3/rppk1bpp/5n2/nPP3N1/7P/N2b2P1/Pq1P1bK1/R2B2R1 b - - 0 15|3676|3588
r7/1ppkrNpp/5n2/nPP5/6PP/N7/q2P1b2/Rb1B1KR1 w - - 3 19|-1747|-1648
qn1bbrkr/np2ppp1/2pp3p/pN6/1P5P/3P3R/P1P1PPP1/Q1NBBRK1 b Qkq - 3 10|-69|-62
qn1bb1kr/np2pr2/2pp3p/PN3pp1/4P2P/3P4/P1P2PP1/Q1NBBRKR w Qk - 0 14|507|503
qn1bb1kr/1p2pr2/2p4p/Pn1p2p1/4p2P/3P4/P1PQNPP1/3BBRKR w Qk - 0 17|-458|-444
qn1b2kr/1p2r3/2p1p1bp/PQ1p2p1/4p2P/3P2N1/P1P2PP1/3BBRKR b Qk - 0 20|286|304
qn4kr/1pb5/1Qp1p1bp/P2p2pB/7P/3Pp1N1/P1P2rPK/4BR1R w k - 0 24|-61|-56
q5kr/1pb5/2n1p1bp/P2pr1pB/3P3P/4p1N1/P1P3PK/4BR1R b k - 0 27|2253|2190
1n4k1/1pb2R1r/q3p1bp/P2pr3/3P3p/4p1N1/P1P3PK/3BB2R w - - 6 31|-1798|-1723
1n4k1/1pb2R1r/q3p2p/P2p3r/3P3p/3b2N1/PBP1p1PK/3B1R2 b - - 3 34|2483|2425
1n4k1/qpr5/1b2p2p/P2p1R1r/2PP3p/3b2N1/PB2p1PK/3B3R b - - 0 37|1818|1740
1n5k/qp6/1Pr4p/3pRN1r/2PP3p/3b4/PB2p1PK/3B3R w - - 3 41|-540|-486
1n5k/qp6/1Pr4p/3PRN1r/3P2Bp/B2b4/P5PK/5q1R b - - 0 43|1373|1253
1n5k/1p6/1PrP3p/q4N1B/3P3p/B3R3/P1b2qPK/7R w - - 3 47|-442|-357
1n5k/1p6/1q1P3N/2B5/3P3p/2r1R3/P4qPK/1b1B3R b - - 2 50|1256|1183
1n6/1p3Nk1/1q1P4/2B4B/3P3p/2R1q3/P5PK/1b5R w - - 5 54|-396|-355
1n6/1p4k1/3PN1b1/2B5/3Pq2p/3Rq3/P3B1PK/7R b - - 12 57|1484|1467
8/1p6/n2PN1bk/2B5/4q1Pp/3R4/P5BK/q6R w - - 3 61|67|125
r1bqk2r/pppnbppp/4p3/3p4/6nN/6PP/PPPPPPB1/RNBQ1RK1 w kq - 1 3|125|132
r1bqkb1r/ppp2ppp/4p2n/2np4/7N/2P3PP/PP1PPPB1/RNBQRK2 w kq - 5 6|122|127
r1bq1rk1/p1p1bppp/4p2n/1pnp4/Q6N/2P2PPP/PP1PP1B1/RNB1RK2 b - - 1 9|1573|1598
r4rk1/pbp1bp1p/3qp2n/2np2p1/1p5N/2P2PPP/PP1PP1BQ/RNB1RK2 w - - 0 13|-883|-889
2br1rk1/p1p1bp1p/3qp3/2np1Np1/1p6/2P1PPPP/PP1P4/RNB1RKQB b - - 0 16|485|515
2br1rk1/p1p1bp1p/3Np3/6p1/np1p1q2/P1P1PPPP/1P1P3Q/RNB1RK1B b - - 0 19|361|389
2br2k1/p3b2p/2pNpr2/5pp1/n2P1q2/P1p1QPPP/1P1P4/RNB1RK1B w - - 0 23|281|265
2br2k1/p3b3/2p1r3/2n2ppp/2NP1q2/P1p2PPP/1P1P4/RNB1R1KB b - - 1 26|2764|2747
b2r2k1/p3b3/2p1R3/5ppp/n1NP1q1P/P1p2PP1/1P1P4/RNB3KB w - - 1 29|-797|-794
bq1r2k1/p3b3/2p1R3/5ppp/n2P3P/P1PP1PP1/1N1B4/RN4KB b - - 4 32|1062|1075
bq1r1b1k/p7/2p5/5ppp/3PR2P/P2P1PP1/1N3B2/Rn4KB w - - 2 36|-1143|-1132
b3rb1k/p6R/1qp5/5ppp/3P1P1P/P2P2P1/1N3B2/Rn4KB b - - 4 38|-135|-175
b4b2/p3r2k/2p5/1q3pPp/3P1P2/P2P2P1/1N3B2/1R3K1B w - - 1 42|-1265|-1229
b4b2/5r1k/p1p5/1q3pPp/3P1P2/P2P1KP1/5B2/1R1N3B w - - 0 45|-1325|-1293
r1bq1b1r/pppk2pp/n3pn2/3p1p2/3P4/2P2NP1/PP1NPPBP/R1BQK2R w KQ - 1 3|591|594
1rbq1b1r/pppk2p1/n4n1p/3ppp2/2PP4/6PP/PP2PPB1/RNBQK1NR b KQ - 1 6|-301|-306
1r1qkb1r/pppb2p1/5n1p/2nppp2/2PP2P1/7P/PP1QPPB1/RNB1K1NR w KQ - 1 10|5|12
1r1qkbnr/pppb2p1/7p/1Qnppp2/2PP2P1/7P/PP1NPPB1/R1B1K1NR b KQ - 8 13|335|342
1r1q1bnr/p1pbk1p1/1p5p/1Qn1pp2/2pP2P1/7P/PP1NPP2/R1BK1BNR w - - 0 16|-355|-353
1r1q1bnr/p1p1k3/1p4pB/1bn1pp1p/2pP2PP/5N2/PP2PP2/R2K1BNR w - - 0 19|-2128|-2050
1r1q1bn1/p1p1k2r/1p4p1/1b2p2p/2pP1pPP/3nB1R1/PP1NPP2/R2K1BN1 b - - 1 22|3578|3537
1r3bn1/p1p4r/1p1qk1p1/Nb2p2p/3P1pPP/3nB1RB/PP2PP2/R2K2N1 w - - 3 26|-2125|-2056
4rbn1/p1p4r/1p2k1p1/1b1qp2p/5pPP/1N1PB1RB/PP3P2/R2K2N1 b - - 2 28|2411|2383
4rbnr/2p5/1p2k1p1/p3p2p/b4pPP/1N1q2RB/1P1B1P2/1R1K2N1 w - - 0 32|-1573|-1508
3r1bnr/2p2k2/qp4p1/p3p2p/b4pPP/1NB3RB/1P2NP2/1RK5 w - - 6 35|-2087|-2031
3r1bnr/2p3k1/1p4p1/N2qp2p/b4pPP/1RB3RB/1P2NP2/2K5 b - - 4 38|2658|2625
3r2nr/2p4k/1p4pb/N3p2p/b2q2PP/1RB1p2B/1PK1NP2/8 w - - 0 42|-2656|-2569
3r2nr/2p4k/1p4Pb/N3p3/b6P/1RB1p2B/1P2NPq1/2K5 b - - 0 44|1975|1892
3r2nr/3B2k1/1p4Pb/N1p1p3/1B5P/R3p3/1P2NPq1/2Kb4 b - - 1 47|2893|2830
6n1/3B2kr/Rp4Pb/2p1p3/1BN2r1P/1b2pP2/1P2N1q1/2K5 w - - 5 51|-2226|-2151
8/3Bn1kP/Rp1N3b/B1p1p3/5r1P/1b2pP2/1P2Nq2/2K5 b - - 2 53|2439|2422
8/6kP/Rpn4b/BNp1p3/6BP/1b2pr2/1P6/2K3N1 b - - 0 56|449|481
1n6/R4rkP/7b/pNp1p3/6BP/1b2pN2/1P6/2K5 w - - 4 59|-289|-291
1n5k/R6P/7b/pN2p3/2p3BP/4p3/1Pb5/2K1N3 w - - 2 62|1554|1544
7k/R6P/2n4b/pN2p3/2p4P/1P2pb2/6N1/1BK5 b - - 4 65|-243|-211
4b2k/R6P/2n5/pN2p2P/1bp5/1P2p3/2K5/1B2N3 w - - 1 69|511|484
bbqnrnkr/pppppp1p/8/6p1/8/P6P/1PPPPPP1/BBQNRNKR b KQkq - 0 2|-267|-270
bbqnrrk1/pppppp1p/8/4n3/P6p/8/1PPPPPPK/BBQNRN1R w - - 0 6|-53|-35
bbq1rrk1/pppppp1p/8/n7/P6p/2P1Pn2/1P1P1PPK/BBQNRNR1 w - - 1 9|-751|-755
bbq1rrk1/ppp1pp1p/8/n2p4/P5Pp/2P1P3/1P1P1P1K/BBQNRNn1 b - g3 0 11|1968|1949
bbq1rrk1/ppp5/2n5/3ppp1p/P3B1Pp/1PP1P3/3P1P2/B1QNRNnK w - - 0 15|-910|-869
bb2q1k1/ppp1rr2/2n5/3Bpp1p/P5Pp/1PP1P3/2QP1P2/B2NRNK1 w - - 3 18|135|158
bb2qk2/ppp1rr2/2n5/4p2P/P1B4p/1PPPp3/2Q2P1N/B2NR1K1 b - - 0 21|413|404
bb1nk3/pppqr3/8/4p2P/P1B1Pr1p/1PPP4/Q6N/B2NR1K1 w - - 1 25|-54|-40
bbq1k3/ppp4r/4n3/4p2P/P1B1Pr1p/QPPP4/4RN2/B2N2K1 b - - 8 28|520|523
bb2krB1/pp1q3r/8/2p1p2P/P2nP2p/QPPP4/1R3N2/B2N2K1 w - - 2 32|-735|-739
b3krB1/ppbq4/8/1np1p2r/P1P1P2p/QP1P3N/8/BR1N2K1 w - - 0 35|-1055|-1050
b2k2B1/ppbq3r/8/1Pp1pr2/2PPP2p/1P5N/Q6K/BR1N4 b - - 4 38|-404|-405
b1k3B1/pp5r/1bq5/1PP1prN1/2P1P2p/1P6/Q7/BR1N3K w - - 1 42|1574|1596
rnbqkb1r/4pppp/p1Np1n2/p7/4P3/2N5/PPP2PPP/R1BQK2R w KQkq - 0 3|-1045|-1035
rn1qkb1r/1b2pppp/p1Np1n2/p7/4PP2/P1N1Q3/1PP3PP/R1B1K2R b KQkq - 4 6|1069|1061
r2qkb1r/nb2pppn/p2p4/p6p/1P2PP2/P1N2QP1/2P4P/R1B1K2R w KQkq - 2 10|-1829|-1807
1r1q1b1r/nb2pppn/p1kp4/p6p/1P2PP2/PR3QP1/2P1N2P/2B1K2R w K - 8 13|-245|-188
r2q1b1r/nb2pp1n/p1k5/p2p2pp/PP2PP2/3R2P1/2PBN2P/4KQ1R b K - 1 16|935|895
r1bq1b1r/2k1pp1n/p7/p2pP1pp/Pn3P2/2BR1QP1/2P1N2P/4K2R w K - 0 20|-866|-819
r1b1qb1r/2k1pp1n/p7/p2RPQPp/Pn6/2B3P1/2P1N2P/4K2R b K - 4 23|1262|1237
2r1qb1r/2kbpp1Q/p2R4/p3P1np/P2N4/2B3P1/2n4P/4K2R w K - 0 27|56|126
2r1qb1r/1k1b1p1Q/p1R1p3/p3P1np/Pn6/N1B3P1/7P/5K1R b - - 3 30|2459|2436
1nr1qbQ1/1k3p1n/p3p3/pb2P2p/P7/N1B3P1/7P/5K1R w - - 3 34|-1711|-1674
qnbnr1kr/ppp1b2p/4p1p1/3p1p2/8/1PNPP3/P1PNBPPP/Q1B1R1KR b KQkq - 0 10|-114|-111
qnbn1k1r/ppp1r3/4p1pp/P2p1p2/1b6/BPNPP3/2PNBPPP/Q3R1KR w KQ - 0 14|634|634
1nbn1k1r/pq2r3/4p1pp/Pppp1p2/1b6/1PNPP3/2PNBPPP/1QBR2KR w K - 0 17|-203|-216
qnbn1k1r/p2r4/4p1pp/Pppp4/1b2Np2/1P1PP3/2PNBPPP/1QB1R1KR b K - 1 20|82|98
rnbqkbnr/pppppp2/6pp/8/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3|230|231
rnbq1bnr/pppkp3/3p2pp/5p2/1P2P3/2N5/P1PPQPPP/1RB1KBNR w K - 0 6|567|568
rnb2bnr/ppp1p3/2qpk1pp/5p2/NP2PB2/3P4/P1P1QPPP/1R2KBNR b K - 6 9|-479|-482
r1b2bnr/1ppnp3/p2pk1pp/8/NP2p3/3P4/P1q1QPPP/1RB1KBNR w K - 2 13|401|418
r1b2bnr/1ppnp3/pNqp1k1p/6p1/1P2Q3/3P4/P4PPP/1RB1KBNR b K - 2 16|-539|-550
qnnbbrkr/1p3p2/2ppp2p/p5pP/NP6/3P4/P1P1PPP1/Q1NBBRKR w KQkq - 0 11|188|187
1n1bbrkr/qp6/1nppp2p/p2NQppP/1P6/P2P4/2P1PPP1/2NBBRKR b KQkq - 0 14|258|272
1n2br1r/qp3k2/1bppp2p/p2NnppP/PP6/3P4/Q1P1PPP1/2NBBRKR w KQ - 3 18|-58|-64
1n2br1r/1p3k2/q1pppN1p/p2QnppP/PP6/3Pb3/2PB1PP1/2NB1RKR b KQ - 1 21|423|429
1n2brNr/1p2nk2/q1ppp2p/p4ppP/PP2Q3/3Pb3/2PB1PP1/2NBR1KR w K - 8 25|549|573
1n2b1nr/1p4k1/q1ppp2p/p5pP/PP6/3PBr1Q/2P2PP1/2NBRK1R b - - 3 28|-825|-835
rnbqkbr1/1pp1pp1p/6p1/p2n4/N2P4/5P2/PP2P1PP/R1BQKBNR w KQq - 0 3|262|271
r1bqkbr1/1p1npp1p/2p5/p2n2p1/N2P4/P4PP1/1P1QP2P/R1B1KBNR w KQq - 0 6|125|132
r1bqkbr1/1pnnp2p/N7/p4pp1/1P1P4/P1Q2PP1/4P2P/R1B1KBNR b KQq - 2 9|-232|-230
r1bqkbr1/3np2p/N1p2n2/p4pp1/1P1P1P2/P5P1/4P1BP/R1B1K1NR b KQq - 1 12|2147|2097
r3kbr1/1b1n3p/N1p2n2/q2Pppp1/pP3P2/P5PN/4P1BP/R1B1K1R1 w Qq - 1 16|-1650|-1584
r3k1r1/7p/b1pb1n2/q2Ppp2/pP6/P5PN/R3P1BP/2B1K1R1 w q - 0 19|-2076|-2016
2r3r1/5k1p/b1pb1nP1/q2Ppp2/pP6/P6N/RB2P1BP/4K1R1 b - - 0 22|1465|1392
2r5/1b3k1p/2pb1n2/q2Ppp2/pP6/P1B2B1N/4P1rP/R3K1R1 w - - 6 26|-1017|-922
1r6/1b3k1p/2pb1n2/q2Ppp2/pP6/P4BR1/3BPN1P/R3K3 b - - 2 28|1365|1338
4n2r/1b3k2/3b3p/qP1ppp2/p6P/P4BR1/3BP3/R2NK3 w - - 3 32|-1258|-1220
4n2r/1bb2k2/7p/1N1pppR1/p6P/P2q4/3BP3/R3K2B b - - 5 35|1277|1231
4r3/1bb2k2/7p/BN1pppR1/p5nP/P2q4/4P3/R3K2B w - - 10 38|-625|-559
8/2p5/3p4/KP2r1k1/1R3p2/8/4P1P1/8 w - - 4 3|-16|-15
8/8/2pp4/1r4k1/K2R1p2/8/4P1P1/8 w - - 0 6|-438|-440
8/R1r5/2pp4/6k1/4Pp2/K7/6P1/8 b - - 2 9|651|657
8/5R1r/2pp1k2/8/4Pp2/K7/6P1/8 b - - 6 11|79|72
8/7R/2pp1k2/8/4Pp2/K5P1/8/8 b - - 0 13|-892|-871
8/2R5/2pp4/6k1/4P3/5pP1/1K6/8 w - - 4 16|1170|1155
8/2R5/2p5/3p3k/4P3/5pP1/2K5/8 b - - 1 18|-902|-877
8/R7/2p5/3p2k1/4P3/1K3pP1/8/8 b - - 7 21|-404|-371
1nbbnrkr/p1p1pp2/8/1p1p1Ppp/3PqR1P/8/PPPBP1P1/QN1BN1KR w Kkq g6 0 11|7|5
1nbbnrkr/p1p1pp2/8/3p1P1p/1p1PR2p/1P2B3/P1q1PKP1/QN1BN2R b kq - 1 14|499|494
1n1bnrkr/p1pbpp2/8/3p1P1p/1p1P1R2/1PQ1B1P1/P3PK1p/1q1BN2R w kq - 2 18|-936|-904
3bnr1r/p1pQp1k1/n4p2/3p1P1p/1p1P1R2/1P4P1/P2BPK1p/1q1BN2R w - - 1 21|434|454
rnbqkbnr/1ppppppp/8/p7/6P1/3P4/PPP1PP1P/RNBQKBNR b KQkq - 0 2|118|119
1nbqkbnr/1p1pp2p/r5p1/p1p2p2/6P1/1K1P4/PPP1PP1P/RNBQ1BNR w k - 0 6|-622|-628
1nbqkbnr/1p1p3p/r3p1p1/p1p2P1P/K7/3P4/PPP1PP2/RNBQ1BNR b k - 0 9|1094|1123
1nbqk2r/1p1p4/r3p1Pb/p1pn3P/K7/3P4/PPP1PP1R/RN1Q1BN1 w k - 1 13|-766|-772
1nbqk2r/1p1p4/2r1p1Pb/p1pn3P/8/K2P1N1R/PPP1PP2/RN1Q1B2 w k - 7 16|-668|-671
1nbq1k1r/1p1p4/2r1p1P1/p1pn3P/3P4/K1b2N1R/PPP1PP2/RN2QB2 b - - 0 19|514|515
1nbqk2r/1p1pnN2/3rp1P1/p1p4P/3P1P2/K1b4R/PPP1P3/RN2QB2 b - - 0 22|-401|-417
1nbq1k2/1p1pnN1r/3rp1P1/p1p4P/3P1P1Q/K7/PPPbP2R/RN3B2 b - - 6 25|206|207
2b4q/1p1pn1k1/n2rp1Pr/p1p3NP/3P1P2/K5QR/PPPbP3/RN3B2 w - - 13 29|79|82
2b1q3/1p1pn1k1/n2rp1Pr/p1pP2NP/5P2/KP4QR/P1PNP3/4RB2 b - - 2 32|-1397|-1392
2b3n1/3p1qk1/np1Q2Pr/p1pp1PNP/7R/KP6/P1PNP3/4RB2 w - - 0 36|3118|3108
2b2q2/3p2k1/np3nPr/p4PNP/2p4R/KP6/P1PNP1Q1/4RB2 w - - 0 39|1170|1111
2b4q/3p2k1/np3nPr/p4PNP/7R/1p6/PKPNP1Q1/2R2B2 w - - 0 41|1971|1934
r1bq1b1r/ppp1kppp/2n2n2/1N2p3/2pN4/6P1/PP1PPP1P/R1BQKB1R w KQ - 2 3|-180|-183
r1bq1b1r/ppp1kpp1/2n4p/1N2p3/2p3n1/6P1/PPNPPP1P/R1BQKBR1 w Q - 0 5|-80|-78
r1bqk2r/Npp2pp1/2n5/2b1p2p/2p3nP/1P3PP1/P1NPP3/R1BQKBR1 b Q - 0 8|1145|1160
r1bq3r/Nppk1pp1/2n5/4p2p/1bp3nP/PP3PP1/2NPP1R1/R1BQKB2 w Q - 3 11|500|514
2b4r/rppk1p2/2n2q2/4p1pp/1Pp3NP/1P3PP1/R2PP1R1/2BQKB2 b - - 0 14|-561|-536
2b4r/rpp2p2/R2k2q1/4n1pp/1Pp4P/1P3PP1/3PP1R1/2BQKB2 b - - 3 17|-108|-98
2b4r/rppk1p2/R7/6pp/1Pp3nP/1P1qPPP1/3P2R1/2BQKB2 w - - 1 21|854|856
2b4r/1ppk1p2/6R1/3q2pp/1Pp2PnP/1P2P1P1/r2PQ1R1/2B1KB2 b - - 6 24|457|480
2b1r3/1ppk4/5pR1/5qpp/1Pp2PQP/1P2P1P1/3P2R1/r1B1KB2 w - - 0 28|60|14
2b1k1r1/1pp5/5pR1/5qPp/1Pp2P2/1P1BP1P1/3P2R1/r1BQK3 b - - 0 31|-568|-524
2bk2r1/1pp5/6R1/1P4pQ/2p1qP2/1P2P1P1/2BP2R1/r1B1K3 w - - 1 35|710|672
2b1k3/1pp5/4r3/1P4p1/2p1qP2/1P1PP1PQ/2B3R1/r1B1K3 w - - 2 38|-284|-285
2b1k3/1pp5/4r2Q/1P3Pp1/4q3/rPpPP1P1/2B3R1/2BK4 w - - 1 41|848|869
2b5/2p1k3/1p2r2Q/1P3Pp1/4q3/1PpPP1P1/2B3R1/B2K4 b - - 3 44|-429|-386
2b5/2p2k2/1p2rP1Q/1P4p1/3q4/1PpPP1P1/2B3R1/B2K4 w - - 3 48|1277|1255
2b5/2p1rk2/1p3P2/1P4pq/8/1P1PP1P1/2BK2R1/B7 b - - 1 51|1479|1465
1nbbnr1r/pqp1pppk/3p4/1p3P1p/3P1B1P/5N2/PPP1P1P1/QN1B1RKR w KQ - 4 11|212|209
1n1bnr1r/pqpbpppk/3p4/3P1PBp/1p5P/4PN2/PPP3P1/QN1B1RKR b KQ - 0 14|-167|-165
3b1r1r/pqp1pppk/n2p1n2/1b1PNP1p/1p5P/4P3/PPP3PB/QN1B1RKR w KQ - 7 18|-371|-378
3bnr1r/p2qpppk/n1Pp4/1b3P1p/1p5P/4PN2/PPP3PB/Q2B1RKR b KQ - 0 21|889|890
1n1bnrkr/p2qpppN/2Pp4/5P1p/1pb4P/4P3/PPP3PB/Q2B1RKR w KQ - 5 24|-808|-802
bbqrknnr/ppp1pppp/3p4/8/7P/1P6/P1PPPPP1/BBQRKNNR b KQkq - 0 2|-73|-73
bb1rknnr/pp2pp1p/6p1/2pp4/5P1P/1P3NPq/P1PPP3/BBQRKN1R w KQkq - 0 6|513|523
bb1rknnB/pp2pp1p/6p1/2p5/4pP1P/1P3NP1/P1PP4/1BQRKq1R w KQq - 0 8|-619|-640
b2rknnB/pp2p2p/3b2p1/2p2p1P/1P2pP2/5NP1/P1PP4/1BQRKR2 w Qq - 1 11|2164|2098
br2knnB/p3p3/3b2pp/1pp2p1P/1P2pP2/3P2P1/P1PN1R2/1BQRK3 w Q - 0 14|2233|2167
1r2knnB/p3p3/2b3Pp/1p2bp2/1p2pP2/3P2P1/P1PNKR2/1BQ1R3 w - - 3 17|2478|2421
4knn1/1r6/p1b2pPp/1p2bp2/1p2pP2/3P2P1/P1PN2R1/1BQK3R b - - 3 20|-1824|-1783
5nn1/1r2k3/p1b2pPp/1p3p2/1pNPpP2/6P1/P1P2b2/1BQK3R b - - 2 23|-481|-456
5nn1/1r1b4/p4pPp/1p1k1p2/1pNPpP1R/2P3P1/P7/1BQKb3 w - - 1 27|764|753
5nn1/1r1b4/p4pP1/Np1k3p/1p1PpPPR/2b5/P7/2QK4 w - - 0 30|443|466
1r3nn1/3b4/p4pP1/Np1k3p/1p1PpPP1/2b5/P1K5/Q6R w - - 6 33|141|161
bbqnrkrn/p1pp1ppp/1p2p1B1/8/8/2P5/PP1PPPPP/B1QNRKRN w KQkq - 0 3|-128|-132
1bqnrkrn/2pp1pp1/pp2p1p1/3b1N2/8/2P4P/PP1PPPP1/B1QNRKR1 w KQkq - 0 6|-935|-917
1bqr1krn/2pp1pp1/ppn1p1p1/5N2/2PP1Q1P/1b6/PP2PPP1/B2NRKR1 b KQk - 0 9|743|725
1bqr1krn/2p2pp1/1pnpp1p1/p2P1N2/2P4P/4P1Q1/PPb2PP1/B2NRKR1 w KQk - 1 13|-536|-512
2qr1rkn/b1p2pp1/1pn1p1p1/p1QP1N2/2P4P/1P2PP2/P5P1/Bb1NRKR1 b KQ - 2 16|255|231
1bqr1rkn/2p2pB1/1pn3p1/p1QP1p2/2P4P/1P2PP2/P1b1R1P1/3N1K1R b - - 0 19|633|589
1b1r1r1n/2p3Bk/1pn1Ppp1/p7/1QP2p1P/1P2PP2/PNb1R1P1/5K1R w - - 0 23|1566|1541
1b3r1B/2p4k/3rPpp1/pp6/1nP1Pp1P/1P3P2/PNbR2P1/5K1R w - - 1 26|-103|-78
5r1B/2p4k/4Ppp1/pp6/1nP1Pp1P/1P2bP2/PNbr1RP1/5KR1 w - - 7 29|-1386|-1389
1r6/2pr3k/2P1PBp1/pp6/1n2Pp1P/1P3P2/P1b2bP1/3N1KR1 b - - 2 32|1147|1112
1r6/2p2r1k/2P1P1p1/ppb1P2P/5p1B/1P3P2/P1n3P1/3b1KR1 w - - 3 36|-819|-739
1r3b2/2p4k/2P1P1p1/pp2Pr1P/1P1n1pPB/5P2/P7/3b1KR1 b - g3 0 39|1681|1617
1r6/2p3bk/2P1P1p1/Pp2Pn1r/b4pPB/5P1R/P7/5K2 w - - 1 43|-1045|-963
8/2p1P2k/1rP3pb/PpB1PP1r/5p2/5P1R/P7/3b1K2 b - - 0 46|29|-32
8/2p4k/1rP3R1/PpB1PPbr/5p2/5P1R/P7/3b1K2 b - - 0 49|-490|-512
r1bqkbnr/pppppp1p/n5p1/5P2/8/8/PPPPP1PP/RNBQKBNR w KQkq - 0 3|-14|-13
r1b1k1nr/pp1ppp1p/nqp3Pb/8/P3P3/7P/1PPP2P1/RNBQKBNR b KQkq - 0 6|-132|-126
r1b1k1nr/pp1ppp1p/n1p3P1/8/P3P3/3P3P/qPPNQ1P1/R1b1KBNR w KQkq - 2 10|-17|0
r1b2knr/pp1ppp1p/2p3P1/8/P2PP3/3n1Q1P/qPPN2P1/R1b2KNR b - - 1 13|507|456
r1b2k1r/pp1ppp2/2p3pn/2n5/P2PP3/Q6P/qPP3P1/RNb2KNR b - - 1 16|1504|1460
r1b2k1r/pp1p1p2/2p1p1pn/2n5/P1PbP1P1/Q4N1P/qP6/RN3K1R w - - 0 20|-1046|-983
r1b5/pp1p1pkr/2p1p1pn/2Q5/P1PbP1P1/2N2N1P/1P6/q4KR1 w - - 0 23|-866|-786
r1b5/pp3pkr/2p1p1pn/2Qp4/P1PbP1P1/5N1P/1P4K1/1N2q1R1 w - - 0 25|-773|-685
r1b4r/pp3pk1/2pqp1pn/P1Qp4/1PPbP1P1/7P/7N/1N3KR1 b - - 0 28|3030|2989
1rbr4/pp3pk1/2p1pbpn/P1Qpq3/1PP1P1P1/7P/3R3N/1N3K2 w - - 7 32|-2234|-2172
1rb2r2/p4pk1/P1p1pbpn/1p1pq3/1PP1P1P1/7P/7N/1N1R1K2 b - - 0 34|4690|4577
1rb2r2/p4pk1/P1p1pbpn/1P5q/2p1p1P1/N6P/7N/2R2K2 b - - 0 37|4831|4707
